name,description,reviews,total_reviews,total_positive,total_negative,system_requirements,tags,url,reviews_score,price_usd,positive_ratio,id,released,rating,ratings_count,metacritic,playtime,genres,platforms,screenshots_count,achievements_count
Monster Train,"Monster Train is a strategic roguelike deck building game with a twist. Set on a train to hell, you’ll use tactical decision making to defend multiple vertical battlegrounds. With real time competitive multiplayer and endless replayability, Monster Train is always on time.",Overwhelmingly Positive,22787.0,21848.0,939.0,"Minimum: Requires a 64-bit processor and operating system OS *: Windows 7 Processor: Core i3 Memory: 4 GB RAM Graphics: IGP or better DirectX: Version 11 Storage: 2 GB available space Recommended: Requires a 64-bit processor and operating system OS: Windows 10 Processor: Core i5 Memory: 8 GB RAM Graphics: GTX 1050 DirectX: Version 11 Storage: 2 GB available space * Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions. Copyright 2020, Shiny Shoe LLC View all","Card Battler,Roguelite,Card Game,Deckbuilding,Turn-Based Tactics,Roguelike,Turn-Based Strategy,Difficult,PvP,Strategy,Roguelike Deckbuilder,Turn-Based Combat,RPG,Choices Matter,Procedural Generation,Colorful,Fantasy,Demons,Magic,Trains",https://store.steampowered.com/app/1102190/Monster_Train/,5.0,12.49,95.87922938517576,428208,2020-05-20,4.08,128,86.0,7,"Strategy, Card","PC, iOS, Xbox One, Nintendo Switch",6,10.0
Deponia Doomsday,"Can you change Deponia's fate? Do you have what it takes to change Rufus' past, present and future without accidently destroying the whole planet? Fight time itself in this action-packed, platypus-tastic and insanely hilarious story.",Very Positive,3999.0,3420.0,579.0,"Windows macOS SteamOS + Linux Minimum: OS *: Windows Vista SP1 Processor: 2 GHz Dual Core CPU Memory: 2 GB RAM Graphics: ATI Radeon HD 3400 Series, Geforce 9400 Series with at least 512 MB VRAM DirectX: Version 9.0c Storage: 3500 MB available space Sound Card: DirectX 9.0c compatible sound card with latest drivers Recommended: OS *: Win 7, 8, 10 Processor: 2.6 GHz Dual Core CPU Memory: 3 GB RAM Graphics: ATI Radeon HD 4500 Series, Geforce 9400 GT or higher DirectX: Version 9.0c Storage: 3500 MB available space Sound Card: DirectX 9.0c compatible sound card with latest drivers * Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions. Minimum: OS: Mac OSX 10.7 Processor: Intel 2 GHz Dual Core CPU Memory: 2 GB RAM Graphics: ATI Radeon HD 4850 Series, Geforce 130 Series with at least 512 MB VRAM Storage: 3500 MB available space Sound Card: 16 bit Recommended: OS: Mac OSX 10.11 Processor: Intel 2.7 GHz Dual Core CPU Memory: 4 GB RAM Graphics: ATI Radeon HD 6970 Series, Geforce 640M GT or higher Storage: 3500 MB available space Sound Card: 16 bit Minimum: OS: Ubuntu 12.04 (64 Bit only) Processor: 2 GHz Dual Core CPU Memory: 2 GB RAM Graphics: Geforce 9400 Series, ATI Radeon HD 4500 Series with at least 512 MB VRAM and proprietary drivers, latest OpenGL driver Storage: 3500 MB available space Sound Card: Sound Card with latest drivers Recommended: OS: Ubuntu 14.04 (64 Bit only) Processor: 2.6 GHz Dual Core CPU Memory: 3 GB RAM Graphics: ATI Radeon HD 5600 Series, Geforce 9400 GT or better with proprietary drivers Storage: 3500 MB available space Sound Card: Sound Card with latest drivers © Copyright 2016 Daedalic Entertainment GmbH. Deponia, Deponia Dooomsday and their respective logos are trademarks of Daedalic Entertainment GmbH. Daedalic and the Daedalic logo are trademarks of Daedalic Entertainment GmbH. View all","Adventure,Point & Click,Comedy,Singleplayer,Story Rich,Indie,Puzzle,Time Travel,Funny,2D,Great Soundtrack,Steampunk,Hand-drawn,Dark Humor,Escape Room,Classic,Cult Classic",https://store.steampowered.com/app/421050/Deponia_Doomsday/,4.0,12.59,85.52138034508627,13350,2016-03-01,4.08,214,76.0,5,"Adventure, Indie, Puzzle","PlayStation 4, Linux, macOS, Xbox One, PC, iOS, Nintendo Switch",6,10.0
Shadow Tactics: Blades of the Shogun,"Shadow Tactics is a hardcore tactical stealth game set in Japan around the Edo period. A new Shogun seizes power over Japan and enforces nationwide peace. In his battle against conspiracy and rebellion, he recruits five specialists with extraordinary skills for assassination, sabotage and espionage.",Overwhelmingly Positive,38154.0,36634.0,1520.0,"Windows macOS SteamOS + Linux Minimum: OS *: Windows Vista 64-bit Processor: Intel i3 2nd-Generation 2.5GHz, AMD Quad-Core 2.5GHz Memory: 4 GB RAM Graphics: Nvidia GT640, AMD Radeon HD7750, 1GB Vram DirectX: Version 10 Storage: 13 GB available space Sound Card: DirectX 9.0c Compatible Sound Card with Latest Drivers Recommended: OS *: Windows 7 64-bit or higher, Windows 8, Windows 10 Processor: Intel i3 4th-Generation 3.5GHz, AMD Quad-Core 3.9GHz Memory: 6 GB RAM Graphics: Nvidia GTX 570, AMD Radeon HD 6950, 2GB Vram DirectX: Version 11 Storage: 13 GB available space Sound Card: DirectX 9.0c Compatible Sound Card with Latest Drivers Additional Notes: Installing the game on an SSD improves loading times. * Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions. Minimum: OS: OS X Yosemite (10.10) Processor: Intel Dual-Core 3.0GHz Memory: 4 GB RAM Graphics: Nvidia 9800 GTX, AMD Radeon HD7770, 1GB Vram Storage: 13 GB available space Additional Notes: MacOS version with 32bit app support is required - MacOS 10.14 or higher is NOT supported. MacOS 10.13 is supported on a limited basis – compatibility is not guaranteed, you may or may not experience issues with the game. Recommended: OS: macOS Sierra (10.12) - macOS 10.13+ are not supported! Processor: Intel Quad-Core 3.0GHz Memory: 6 GB RAM Graphics: Nvidia GTX 570, AMD Radeon HD 6950, 2GB Vram Storage: 13 GB available space Additional Notes: MacOS version with 32bit app support is required - MacOS 10.14 or higher is NOT supported. MacOS 10.13 is supported on a limited basis – compatibility is not guaranteed, you may or may not experience issues with the game. * Starting February 15, 2024, the Steam Client will no longer support 32-bit games or macOS 10.14 or lower. Minimum: OS: Ubuntu 14.4 64-bit Processor: Intel i3 2nd-Generation 2.5GHz, AMD Quad-Core 2.5GHz Memory: 4 GB RAM Graphics: Nvidia GT640, AMD Radeon HD7750, 1GB Vram Storage: 13 GB available space Additional Notes: Latest GPU drivers installed. To run the game on a 64-bit system you have to install the following packages(libc6:i386, libx11-6:i386, libxcursor1:i386, libxrandr2:i386, libstdc++6:i386, libgl1-mesa-glx:i386, libasound2:i386) Recommended: OS: Ubuntu 16.4 64-bit or higher Processor: ´Intel i3 4th-Generation 3.5GHz, AMD Quad-Core 3.9GHz Memory: 6 GB RAM Graphics: Nvidia GTX 570, AMD Radeon HD 6950, 2GB Vram Storage: 13 GB available space Additional Notes: Installing the game on an SSD improves loading times. Latest GPU drivers installed. To run the game you have to install the following packages(libc6:i386, libx11-6:i386, libxcursor1:i386, libxrandr2:i386, libstdc++6:i386, libgl1-mesa-glx:i386, libasound2:i386) © 2016 Daedalic Entertainment GmbH and Mimimi Productions UG (haftungsbeschränkt). Shadow Tactics, the Shadow Tactics logo, the Daedalic logo and the Mimimi Productions logo are trademarks of Daedalic Entertainment GmbH and/or Mimimi Productions UG (haftungsbeschränkt). All rights reserved. View all","Stealth,Strategy,Tactical,Ninja,Real Time Tactics,Singleplayer,Indie,Isometric,Assassin,Historical,Action,RTS,Difficult,Violent,Atmospheric,Third Person,Adventure,Puzzle,Survival,Great Soundtrack",https://store.steampowered.com/app/418240/Shadow_Tactics_Blades_of_the_Shogun/,5.0,19.99,96.01614509618913,10767,2016-12-05,4.08,465,85.0,4,"Strategy, Indie","Xbox One, PlayStation 4, macOS, PC, Linux",6,10.0
Enter the Gungeon,"Enter the Gungeon is a bullet hell dungeon crawler following a band of misfits seeking to shoot, loot, dodge roll and table-flip their way to personal absolution by reaching the legendary Gungeon’s ultimate treasure: the gun that can kill the past.",Overwhelmingly Positive,88341.0,84155.0,4186.0,"Windows SteamOS + Linux Minimum: OS *: Windows 7 or later Processor: Intel Core 2 Duo E6320 (2*1866) or equivalent Memory: 2 GB RAM Graphics: GeForce 7600 GS (512 MB) or equivalent Storage: 2 GB available space * Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions. Minimum: OS: Ubuntu 12.04 or later Processor: Intel Core 2 Duo E6320 (2*1866) or equivalent Memory: 2 GB RAM Graphics: GeForce 7600 GS (512 MB) or equivalent Storage: 2 GB available space Copyright 2023 Devolver Digital Inc. All Rights Reserved. View all","Bullet Hell,Action Roguelike,Roguelike,Pixel Graphics,Difficult,Dungeon Crawler,Indie,Local Co-Op,Multiplayer,Twin Stick Shooter,Co-op,Action,2D,Top-Down,Shooter,Singleplayer,Loot,Roguelite,Cute,Funny",https://store.steampowered.com/app/311690/Enter_the_Gungeon/,5.0,1.79,95.26154333774805,2574,2016-04-04,4.07,1071,84.0,6,"Action, Shooter, Indie","PlayStation 4, Nintendo Switch, Linux, macOS, PC, Xbox One",6,10.0
Terraria,"Dig, fight, explore, build! Nothing is impossible in this action-packed adventure game. Four Pack also available!",Overwhelmingly Positive,1515148.0,1475738.0,39410.0,"Windows macOS SteamOS + Linux REQUIRED OS: Windows Xp, Vista, 7, 8/8.1, 10 Processor: 2.0 Ghz Memory: 2.5GB Hard Disk Space: 200MB Video Card: 128mb Video Memory, capable of Shader Model 2.0+ DirectX®: 9.0c or Greater RECOMMENDED OS: Windows 7, 8/8.1, 10 Processor: Dual Core 3.0 Ghz Memory: 4GB Hard Disk Space: 200MB Video Card: 256mb Video Memory, capable of Shader Model 2.0+ DirectX®: 9.0c or Greater * Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions. REQUIRED OS: OSX 10.9.5 - 10.11.6 Processor: 2.0 Ghz Memory: 2.5GB Hard Disk Space: 200MB Video Card: 128mb Video Memory, capable of OpenGL 3.0+ support (2.1 with ARB extensions acceptable RECOMMENDED OS: OSX 10.9.5 - 10.11.6 Processor: Dual Core 3.0 Ghz Memory: 4GB Hard Disk Space: 200MB Video Card: 256mb Video Memory, capable of OpenGL 3.0+ support (2.1 with ARB extensions acceptable REQUIRED LINUX OS: Ubuntu 14.04 LTS Processor: 2.0 Ghz Memory: 2.5GB Hard Disk Space: 200MB Video Card: 128mb Video Memory, capable of OpenGL 3.0+ support (2.1 with ARB extensions acceptable RECOMMENDED LINUX OS: Ubuntu 14.04 LTS Processor: Dual Core 3.0 Ghz Memory: 4GB Hard Disk Space: 200MB Video Card: 256mb Video Memory, capable of OpenGL 3.0+ support (2.1 with ARB extensions acceptable View all","Open World Survival Craft,Sandbox,Survival,2D,Multiplayer,Pixel Graphics,Adventure,Crafting,Building,Exploration,Co-op,Open World,Indie,Online Co-Op,Action,RPG,Singleplayer,Replay Value,Platformer,Atmospheric",https://store.steampowered.com/app/105600/Terraria/,5.0,6.29,97.39893396552681,422,2011-05-16,4.07,2465,81.0,15,"Action, Indie, Platformer","Xbox 360, Wii U, Nintendo 3DS, Xbox One, PlayStation 4, iOS, PC, macOS, Linux, Nintendo Switch, PlayStation 3, PS Vita, Android",6,10.0
Dicey Dungeons,"Become a giant walking dice, explore dungeons and defy Lady Luck in this dice powered roguelike! Now featuring ""Reunion"", a free DLC with six brand-new episodes!",Very Positive,11523.0,10300.0,1223.0,"Windows macOS SteamOS + Linux Minimum: OS *: Windows 7 Processor: 2 GHz+ CPU with SSE4.1 support required Memory: 4 GB RAM Graphics: Intel HD Graphics 5000 or better, OpenGL Support required Storage: 1 GB available space Recommended: OS: Windows 10 Processor: 2 GHz+ CPU with SSE4.1 support required Memory: 4 GB RAM Graphics: Intel HD Graphics 5000 or better, OpenGL Support required Storage: 1 GB available space * Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions. Minimum: OS: OS X version 10.12 Sierra or later Processor: Intel Mac 2 GHz Memory: 4 GB RAM Storage: 1 GB available space Sound Card: Standard audio Minimum: OS: Ubuntu 16.04.6 LTS or later Processor: 2 GHz+ CPU with SSE4.1 support required Memory: 4 GB RAM Graphics: Intel HD Graphics 5000 or better, OpenGL Support required Storage: 1 GB available space Sound Card: Standard audio View all","Roguelike Deckbuilder,Card Battler,Deckbuilding,Roguelite,Indie,Roguelike,Turn-Based,Strategy,Card Game,Mouse only,Singleplayer,Replay Value,Cute,Colorful,Great Soundtrack,Cartoon,Casual,Dungeon Crawler,RPG,Procedural Generation",https://store.steampowered.com/app/861540/Dicey_Dungeons/,4.0,8.49,89.38644450229974,62423,2019-08-12,4.07,161,89.0,4,"RPG, Strategy, Indie","iOS, PC, macOS, Linux, Nintendo Switch",6,10.0
Frostpunk 2,"Develop, expand, and advance your city in a society survival game set 30 years after an apocalyptic blizzard ravaged Earth. In Frostpunk 2, you face not only the perils of never-ending winter, but also the powerful factions that watch your every step inside the Council Hall.",Mostly Positive,25346.0,19020.0,6326.0,"Windows macOS Minimum: Requires a 64-bit processor and operating system OS: Windows 10/11 (64-bit) Processor: AMD Ryzen 5 1600 / Intel Core i5-8400 Memory: 8 GB RAM Graphics: AMD RX 550 4 GB VRAM / NVIDIA GTX 1050Ti 4 GB VRAM / INTEL ARC A310 4GB VRAM DirectX: Version 12 Storage: 30 GB available space Additional Notes: SSD required. Recommended: Requires a 64-bit processor and operating system OS: Windows 10/11 (64-bit) Processor: AMD Ryzen 7 3700x / Intel Core i7-10700 Memory: 16 GB RAM Graphics: AMD RX 5700 8 GB VRAM / NVIDIA 2060 Super RTX 8 GB VRAM / INTEL ARC A770 8GB VRAM DirectX: Version 12 Storage: 30 GB available space Additional Notes: SSD required. Minimum: Requires an Apple processor OS: macOS 14.5 Processor: Apple M1 Memory: 8 GB RAM Graphics: Apple M1 Storage: 30 GB available space Additional Notes: Min specs can run the game on very low to low settings. Recommended: Requires an Apple processor OS: Latest macOS Processor: Apple M1 Pro or better Memory: 16 GB RAM Graphics: Apple M1 Pro or better Storage: 30 GB available space Additional Notes: Recommended specs can run the game on medium settings. 11 BIT STUDIOS®, FROSTPUNK 2® are registered trademarks of 11 BIT STUDIOS S.A. © 11 BIT STUDIOS S.A. All other marks and trademarks are the property of their respective owners. All rights reserved. View all","City Builder,Strategy,Survival,Resource Management,Post-apocalyptic,Simulation,Singleplayer,Steampunk,Management,Base Building,Sequel,Atmospheric,Choices Matter,Political Sim,Politics,Great Soundtrack,Violent,Colony Sim,Snow,Psychological Horror",https://store.steampowered.com/app/1601580/Frostpunk_2/,3.0,15.19,75.0414266550935,647660,2024-09-20,4.07,74,,9,"Strategy, Simulation","macOS, PC, PlayStation 5, Xbox Series S/X",6,10.0
Streets of Rage 4,"Amongst the best beat’em up series ever created, jammin’ ‘90s beats and over the top street fighting, the iconic series Streets of Rage comes back with a masterful tribute to and revitalization of the classic action fans adore.",Very Positive,19200.0,17760.0,1440.0,"Windows macOS SteamOS + Linux Minimum: Requires a 64-bit processor and operating system OS *: Windows 7 Processor: Intel Core 2 Duo E8400 | AMD Phenom II X4 965 Memory: 4 GB RAM Graphics: NVIDIA GeForce GTS 250 | AMD Radeon HD 6670 Storage: 8 GB available space Recommended: Requires a 64-bit processor and operating system OS *: Windows 7+ Processor: Intel i5+ Memory: 8 GB RAM Graphics: NVIDIA GTX 960 / Radeon HD 5750 or better Storage: 10 GB available space * Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions. Minimum: OS: 10.9 Mavericks or newer Processor: Intel Core 2 Duo E8400 | AMD Phenom II X4 965 Memory: 4 GB RAM Graphics: NVIDIA GeForce GTS 250 Storage: 8 GB available space Recommended: OS: 10.9 Mavericks or newer Processor: Intel i5+ Memory: 8 GB RAM Graphics: NVIDIA GTX 960 Storage: 10 GB available space Minimum: OS: glibc 2.17+ Processor: Intel Core 2 Duo E8400 | AMD Phenom II X4 965 Memory: 4 GB RAM Graphics: NVIDIA GeForce GTS 250 Storage: 8 GB available space Recommended: OS: glibc 2.17+ Processor: Intel i5+ Memory: 8 GB RAM Graphics: NVIDIA GTX 960 Storage: 10 GB available space ©SEGA ©2020 Dotemu, all rights reserved. Developed by Lizardcube, Guard Crush Games and Dotemu. View all","Beat 'em up,Action,Indie,2D,Fighting,Arcade,Local Multiplayer,Online Co-Op,Side Scroller,Local Co-Op,Multiplayer,Great Soundtrack,Retro,Co-op,Co-op Campaign,Adventure,Hand-drawn,Classic,Casual,Colorful",https://store.steampowered.com/app/985890/Streets_of_Rage_4/,4.0,12.49,92.5,284664,2020-04-30,4.07,493,84.0,4,"Action, Adventure, Fighting, Indie","iOS, PlayStation 4, Nintendo Switch, PC, Xbox One",6,10.0
This War of Mine,"In This War Of Mine you do not play as an elite soldier, rather a group of civilians trying to survive in a besieged city; struggling with lack of food, medicine and constant danger from snipers and hostile scavengers. The game provides an experience of war seen from an entirely new angle.",Very Positive,105714.0,98109.0,7605.0,"Windows macOS SteamOS + Linux Minimum: Requires a 64-bit processor and operating system OS *: Windows 7/8/10 Processor: 2.4 GHz Dual Core Memory: 2 GB RAM Graphics: GeForce GTX 260, Radeon HD 5770, 1024 MB, Shader Model 3.0 Sound Card: DirectX compatible Recommended: Requires a 64-bit processor and operating system OS *: Windows 7/8/10 Processor: 2.5+ GHz Quad Core Memory: 4 GB RAM Graphics: NVIDIA GTX 660 or better, Radeon HD 7950 or better, Shader Model 3.0 DirectX: Version 9.0c Sound Card: DirectX compatible * Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions. Minimum: OS: 10.11 Processor: 2.4 GHz Dual Core Memory: 2 GB RAM Graphics: GeForce GTX 260, Radeon HD 5770, 1024 MB, Shader Model 3.0 Sound Card: Integrated Recommended: OS: 10.11 Processor: 2.5+ GHz Quad Core Memory: 4 GB RAM Graphics: NVIDIA GTX 660 or better, Radeon HD 7950 or better, Shader Model 3.0 Sound Card: Integrated Minimum: OS: Ubuntu 16.04 Processor: 2.4 GHz Dual Core Memory: 2 GB RAM Graphics: GeForce GTX 260, Radeon HD 5770, 1024 MB, Shader Model 3.0 Recommended: OS: Ubuntu 16.04 Processor: 2.5+ GHz Quad Core Memory: 4 GB RAM Graphics: NVIDIA GTX 660 or better, Radeon HD 7950 or better, Shader Model 3.0 © 2014 11 bit studios S.A. This War of Mine™, 11 bit studios™ and respective logos are trademarks of 11 bit studios S.A. All rights reserved. View all","Survival,War,Atmospheric,Singleplayer,Strategy,Choices Matter,Simulation,Base Building,Crafting,Resource Management,Post-apocalyptic,Management,Story Rich,Indie,Emotional,Realistic,2.5D,Psychological,Drama,Stealth",https://store.steampowered.com/app/282070/This_War_of_Mine/,4.0,11.59,92.80606163800442,1090,2014-11-14,4.07,1246,83.0,4,"Adventure, Simulation, Indie","Android, PS Vita, Nintendo Switch, Linux, macOS, PC, iOS",6,0.0
Mansions of Madness,"A companion app for the Mansions of Madness Second Edition board game from Fantasy Flight Games. Mansions of Madness is a cooperative game of mystery and investigation inspired by the writings of H. P. Lovecraft. During each game, one to five players explore a location to unravel a mystery.",,1278.0,1183.0,95.0,"Windows macOS Minimum: OS *: Windows XP Processor: 1.5 Ghz Dual Core Processor Memory: 1 GB RAM DirectX: Version 9.0 Storage: 300 MB available space Recommended: OS *: Windows 7 or above Processor: 1.5 Ghz Dual Core Processor Memory: 1 GB RAM DirectX: Version 9.0 Storage: 300 MB available space * Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions. Minimum: OS: OS X 10.10 Memory: 1 GB RAM Storage: 300 MB available space © 2016 Fantasy Flight Games. Fantasy Flight Games, Mansions of Madness, Arkham Horror, and the FFG logo are ® of Fantasy Flight Games. View all","Adventure,Strategy,Board Game,Lovecraftian,Free to Play,Card Game,Horror,Co-op,Multiplayer,Tabletop",https://store.steampowered.com/app/478980/Mansions_of_Madness/,,0.0,92.56651017214398,12824,2016-08-01,4.07,28,,4,"Adventure, RPG, Strategy, Board Games","macOS, PC, Android, iOS",6,0.0
The Fruit of Grisaia,"SIX FRUITS BARE THEIR FANGS AT THE WORLD. --The academy was their orchard. In this place of learning, protected by high walls from the outside world, there arrived a single young man who'd lost his purpose in life. He'd lost sight of what he wanted to protect.",,1098.0,1018.0,80.0,"Minimum: OS: Vista Processor: 1Ghz Memory: 1 GB RAM Graphics: 1024x576 DirectX: Version 9.0c Storage: 7 GB available space Recommended: OS *: Windows 7/8 Processor: 1Ghz+ Memory: 2 GB RAM Graphics: 1024x576 DirectX: Version 9.0c Storage: 7 GB available space * Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions. Copyright © 2013 Frontwing Co., Ltd. and PROTOTYPE All Rights Reserved. View all","Visual Novel,Anime,Nudity,Story Rich,Multiple Endings,Mature,Romance,Sexual Content,Comedy,Singleplayer,Adventure,Dating Sim,Cute,Casual,Psychological Horror,Psychological,Choices Matter,Violent,Great Soundtrack,Action",https://store.steampowered.com/app/345610/The_Fruit_of_Grisaia/,,19.99,92.71402550091075,16516,2015-05-29,4.07,14,,5,"Adventure, Casual","PC, PSP, PS Vita",6,0.0
The Jackbox Party Pack 4,"The fourth pack in this storied party game franchise features Fibbage 3 and its new game mode, Fibbage: Enough About You; the twisted web game Survive the Internet; the dating contest Monster Seeking Monster; the deranged debate match Bracketeering; and the one-up art game Civic Doodle.",Very Positive,3373.0,3206.0,167.0,"Windows macOS SteamOS + Linux Minimum: OS *: Windows 7+ Processor: 2.0 Ghz Quad Core or higher Memory: 4 GB RAM Network: Broadband Internet connection Storage: 1 GB available space Sound Card: Integrated * Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions. Minimum: OS: Mac OSX 10.12+ Processor: Dual Core or higher Memory: 4 GB RAM Network: Broadband Internet connection Storage: 1 GB available space Sound Card: Integrated Minimum: OS: Ubuntu 16.04 Processor: 2.66 Ghz Core 2 Duo or Greater Memory: 4 GB RAM Graphics: GeForce 500+ / Radeon 5000+ or Greater Network: Broadband Internet connection Storage: 3 GB available space Recommended: OS: Ubuntu 18.04 Processor: 2.33 GHz Quad Core or Greater Memory: 4 GB RAM Graphics: GeForce 500+ / Radeon 5000+ or Greater Network: Broadband Internet connection Storage: 3 GB available space Developed by Jackbox Games, Inc. Game and Software ©2017 Jackbox Games, Inc. All rights reserved. Jackbox Games and the Jackbox Games logo are registered trademarks of Jackbox Games, Inc. The Jackbox Party Pack 4 and The Jackbox Party Pack 4 logo are trademarks of Jackbox Games, Inc. All other trademarks and logos are the property of their respective owners. View all","Trivia,Casual,Local Multiplayer,Indie,Strategy,Funny,Multiplayer,Party Game,Party,Comedy,Board Game,Co-op,Family Friendly,4 Player Local,Local Co-Op,Great Soundtrack",https://store.steampowered.com/app/610180/The_Jackbox_Party_Pack_4/,4.0,12.49,95.04891787726059,47118,2017-10-17,4.07,182,78.0,4,"Strategy, Casual, Indie","Nintendo Switch, PlayStation 4, Xbox One, PC, macOS",6,10.0
Pathologic 2,Pathologic 2 is a groundbreaking open-world horror RPG. Resist the plague. Make medicine. Heal people. Perform an autopsy. Trade to get what you need. Fight and kill if necessary. Survive. Struggle with an outbreak in a secluded rural town that is rapidly turning into hell.,Very Positive,11895.0,10902.0,993.0,"Minimum: OS *: Windows 7/8/10 (64-bit) Processor: i3 (8/9 Generation) ~3 Ghz / Ryzen 5 Memory: 8 GB RAM Graphics: NVIDIA GeForce GTX 660 DirectX: Version 11 Storage: 25 GB available space Sound Card: Integrated Additional Notes: 64-bit OS is required. Recommended: OS *: Windows 7/8/10 (64-bit) Processor: i7 ~3 Ghz / Ryzen 7 Memory: 16 GB RAM Graphics: NVIDIA GeForce GTX 970 DirectX: Version 11 Storage: 25 GB available space Sound Card: Integrated Additional Notes: Plays best when loaded from an SSD. 64-bit OS is required. * Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions. View all","Story Rich,Atmospheric,Choices Matter,Difficult,RPG,Survival,Detective,Immersive Sim,Psychological Horror,Singleplayer,Surreal,Survival Horror,Open World,Dystopian,Dark,Adventure,Indie,First-Person,CRPG,Isometric",https://store.steampowered.com/app/505230/Pathologic_2/,4.0,16.49,91.65195460277428,11839,2019-05-22,4.07,313,69.0,4,"Adventure, RPG, Indie","PC, Xbox One, PlayStation 4",6,10.0
Eriksholm: The Stolen Dream,"Experience an isometric, narrative-driven stealth game and join Hanna’s adventure in the vibrant city of Eriksholm. The mysterious disappearance of her brother, Herman, ignites a chain of catastrophic events that will forever change their lives and the fate of the entire city.",,2153.0,2048.0,105.0,"Minimum: Requires a 64-bit processor and operating system OS: Windows 10, Windows 11 (64-bit versions) Processor: Intel Core i7-8700K / AMD Ryzen 5 3600 Memory: 16 GB RAM Graphics: Nvidia GeForce GTX 980 / AMD Radeon RX 580 Storage: 15 GB available space Recommended: Requires a 64-bit processor and operating system OS: Windows 10, Windows 11 (64-bit versions) Processor: Intel Core i5-10400 / AMD Ryzen 5 5500 Memory: 16 GB RAM Graphics: Nvidia GeForce RTX 2070 / AMD Radeon RX 5700 XT Storage: 15 GB available space View all","Stealth,Real Time Tactics,Isometric,Narrative,Story Rich,Adventure,Female Protagonist,Action-Adventure,3D,Exploration,Alternate History,Linear,Realistic,Historical,Singleplayer,Emotional,Action,Conspiracy,Strategy,1990's",https://store.steampowered.com/app/2377280/Eriksholm_The_Stolen_Dream/,,24.99,95.12308406874129,983208,2025-07-14,4.07,15,,11,"Action, Adventure, Strategy","PC, Xbox Series S/X, PlayStation 5",1,
Tyranny,Experience a story-driven RPG where your choices mean all the difference in the world.,Very Positive,13127.0,11410.0,1717.0,"Windows macOS SteamOS + Linux Minimum: OS *: Windows 7 64-bit or newer Processor: Intel Core 2 Quad Q9505 @ 2.80 GHz / AMD Athlon II X4 840 @ 3.10 GHz Memory: 6 GB RAM Graphics: ATI Radeon HD 5770 or NVIDIA GeForce GTS450 with 1GB VRAM Storage: 15 GB available space Sound Card: DirectX Compatible Sound Card Recommended: OS *: Windows 7 64-bit or newer Processor: Intel Core i3-2100 @ 3.10 GHz / AMD Phenom II X4 955 @ 3.10 GHz Memory: 8 GB RAM Graphics: Radeon HD 6850 or NVIDIA GeForce GTX 560 with 1GB VRAM Storage: 15 GB available space Sound Card: DirectX Compatible Sound Card * Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions. Minimum: OS: OSX 10.10 Processor: Intel Core i5 @ 2.9 GHz Memory: 6 GB RAM Graphics: Radeon HD 6950m with 1GB VRAM Storage: 15 GB available space Recommended: OS: OSX 10.11 Processor: Intel Core i5 @ 2.9 GHz Memory: 8 GB RAM Graphics: AMD R9 390m or NVIDIA GeForce GTX 750m Storage: 15 GB available space * Starting February 15, 2024, the Steam Client will no longer support 32-bit games or macOS 10.14 or lower. Minimum: OS: 14.04 LTS Processor: Intel Core 2 Quad Q9505 @ 2.80 GHz / AMD Athlon II X4 840 @ 3.10 GHz Memory: 6 GB RAM Graphics: ATI Radeon HD 5770 or NVIDIA GeForce GTS450 with 1GB VRAM Storage: 15 GB available space Recommended: OS: 14.04 LTS Processor: Intel Core i3-2100 @ 3.10 GHz / AMD Phenom II X4 955 @ 3.10 GHz Memory: 8 GB RAM Graphics: Radeon HD 6850 or NVIDIA GeForce GTX 560 with 1GB VRAM Storage: 15 GB available space View all","RPG,Choices Matter,Story Rich,CRPG,Isometric,Dark Fantasy,Adventure,Villain Protagonist,Singleplayer,Fantasy,Real-Time with Pause,Character Customization,Atmospheric,Party-Based RPG,Open World,Great Soundtrack,Turn-Based,Strategy,Female Protagonist,Action",https://store.steampowered.com/app/362960/Tyranny/,4.0,16.2,86.92008836748685,10039,2016-11-10,4.07,463,80.0,5,RPG,"PC, Linux, macOS",6,10.0
